BI0CE2,BI12E3,BI41E1,BI41E2,BI41E3,BI72E3,BI76E3,BI99E1,BI99E3,VC07E1,VC07E2,VC07E3,num_overtargets,total_traffic,cell_throughput,user_throughput,nextim_file,output_file,reward
8,3,5,4,6,6,9,7,3,8,7,4,2.0,98.12364000000001,12.568017054575874,4.848209242102476,Nextim_108.txt,Nextim_108.txt_throughput_21-22_fer.data,-0.1269384999999943
8,2,2,4,6,5,9,7,4,8,3,6,2.0,98.12144000000002,12.7968851243342,4.834345918293967,Nextim_1074.txt,Nextim_1074.txt_throughput_21-22_fer.data,-0.12913849999998206
8,5,5,6,4,9,7,7,3,5,4,5,2.0,98.11477000000001,12.432882975000783,4.856852551318462,Nextim_93.txt,Nextim_93.txt_throughput_21-22_fer.data,-0.135808499999996
8,2,2,4,6,5,10,7,4,8,3,5,2.0,98.11329999999998,12.7912176148783,4.835997031578234,Nextim_1170.txt,Nextim_1170.txt_throughput_21-22_fer.data,-0.13727850000002206
8,2,2,4,6,5,10,7,4,6,3,6,2.0,98.10872000000003,12.765254523588283,4.8131845227613015,Nextim_1162.txt,Nextim_1162.txt_throughput_21-22_fer.data,-0.14185849999996947
8,2,2,4,6,5,10,7,4,7,3,6,2.0,98.10872,12.785657970486724,4.827452093318967,Nextim_1081.txt,Nextim_1081.txt_throughput_21-22_fer.data,-0.1418584999999979
8,2,2,4,6,5,10,7,4,8,3,6,2.0,98.10818000000003,12.808101136809995,4.833322762234115,Nextim_980.txt,Nextim_980.txt_throughput_21-22_fer.data,-0.14239849999997034
8,2,2,4,5,5,10,7,4,8,3,6,2.0,98.10818000000003,12.807206219447377,4.824801855333044,Nextim_1067.txt,Nextim_1067.txt_throughput_21-22_fer.data,-0.14239849999997034
8,2,2,4,6,5,10,3,4,8,3,6,2.0,98.10818,12.704362901465537,4.779819757197521,Nextim_1228.txt,Nextim_1228.txt_throughput_21-22_fer.data,-0.14239849999999876
8,2,2,5,6,5,10,7,4,8,3,6,2.0,98.10818,12.803775876514191,4.830349709773676,Nextim_1264.txt,Nextim_1264.txt_throughput_21-22_fer.data,-0.14239849999999876
8,4,2,4,6,5,10,7,4,8,3,6,2.0,98.10651000000001,12.781532325360272,4.84137442491486,Nextim_1173.txt,Nextim_1173.txt_throughput_21-22_fer.data,-0.14406849999998883
5,2,3,6,6,5,9,7,4,8,4,6,2.0,98.10336000000002,12.76009086559535,4.857488154759353,Nextim_210.txt,Nextim_210.txt_throughput_21-22_fer.data,-0.1472184999999797
6,4,2,7,5,7,7,7,4,6,5,4,2.0,98.1019,12.60446244179024,4.858913020243746,Nextim_54.txt,Nextim_54.txt_throughput_21-22_fer.data,-0.1486785000000026
7,4,3,6,2,7,8,7,4,4,7,4,2.0,98.10186000000003,12.52104992862757,4.8317657341289575,Nextim_53.txt,Nextim_53.txt_throughput_21-22_fer.data,-0.14871849999997266
8,2,3,4,6,5,10,7,4,8,3,6,2.0,98.08788,12.800714163679547,4.842503098690133,Nextim_1026.txt,Nextim_1026.txt_throughput_21-22_fer.data,-0.16269850000000474
4,4,5,8,6,8,9,6,3,5,7,6,2.0,98.07686,12.44527854397547,4.865612839433928,Nextim_103.txt,Nextim_103.txt_throughput_21-22_fer.data,-0.17371850000000677
7,6,4,5,6,5,6,4,4,4,3,3,1.0,98.05168,12.42931656227263,4.786727924768518,Nextim_113.txt,Nextim_113.txt_throughput_21-22_fer.data,-0.19889849999999853
8,2,2,4,6,5,10,7,4,8,5,6,2.0,98.04657,12.779480768495052,4.837923126781301,Nextim_1114.txt,Nextim_1114.txt_throughput_21-22_fer.data,-0.20400850000000048
5,4,4,7,2,7,8,5,4,6,5,4,1.0,98.03405,12.509495969981057,4.788062240488926,Nextim_40.txt,Nextim_40.txt_throughput_21-22_fer.data,-0.21652850000000967
7,2,3,8,6,5,10,7,4,8,3,2,2.0,98.02075000000002,12.766105420544092,4.864625201426512,Nextim_454.txt,Nextim_454.txt_throughput_21-22_fer.data,-0.22982849999998223
7,2,2,8,3,5,10,7,4,8,3,6,2.0,98.01938000000001,12.822210032122843,4.825841141414941,Nextim_634.txt,Nextim_634.txt_throughput_21-22_fer.data,-0.23119849999999076
7,2,3,8,6,5,10,7,4,8,3,3,2.0,98.01606000000001,12.772409080082387,4.876512835003677,Nextim_536.txt,Nextim_536.txt_throughput_21-22_fer.data,-0.23451849999999297
8,2,2,7,6,5,10,7,4,8,3,6,2.0,98.01023000000002,12.819620998283504,4.846321778905506,Nextim_1058.txt,Nextim_1058.txt_throughput_21-22_fer.data,-0.24034849999998187
6,2,3,7,4,9,8,4,4,7,5,4,2.0,98.00398,12.485545309353348,4.865462200122028,Nextim_59.txt,Nextim_59.txt_throughput_21-22_fer.data,-0.2465985000000046
7,2,3,8,2,5,10,7,4,8,3,6,2.0,97.99908,12.814370938867754,4.824194774227074,Nextim_494.txt,Nextim_494.txt_throughput_21-22_fer.data,-0.25149849999999674
8,2,1,8,6,5,10,7,4,8,3,6,2.0,97.98331000000002,12.824792862478901,4.861986251878263,Nextim_722.txt,Nextim_722.txt_throughput_21-22_fer.data,-0.2672684999999859
8,2,2,8,6,5,10,7,4,8,3,6,2.0,97.97361,12.834387447265664,4.864819567188506,Nextim_663.txt,Nextim_663.txt_throughput_21-22_fer.data,-0.2769685000000095
7,2,2,8,6,5,10,7,4,8,3,6,2.0,97.97361,12.829157293671084,4.8653868552775466,Nextim_561.txt,Nextim_561.txt_throughput_21-22_fer.data,-0.2769685000000095
8,4,2,8,6,5,10,7,4,8,3,6,2.0,97.97194,12.807791009751314,4.87144074664558,Nextim_730.txt,Nextim_730.txt_throughput_21-22_fer.data,-0.27863849999999957
5,2,3,8,6,5,9,7,4,8,4,6,2.0,97.96879,12.78534367807306,4.885564607090492,Nextim_254.txt,Nextim_254.txt_throughput_21-22_fer.data,-0.28178850000000466
7,2,3,8,6,5,9,7,4,8,3,6,2.0,97.96669,12.809394644413768,4.873334240023994,Nextim_290.txt,Nextim_290.txt_throughput_21-22_fer.data,-0.2838885000000033
7,2,3,8,6,5,10,7,4,8,3,6,2.0,97.95331,12.820579763117093,4.872243076232728,Nextim_399.txt,Nextim_399.txt_throughput_21-22_fer.data,-0.29726850000000127
4,3,5,8,2,7,8,4,4,5,3,4,1.0,97.94698000000001,12.47708473559258,4.773068749100877,Nextim_87.txt,Nextim_87.txt_throughput_21-22_fer.data,-0.30359849999999255
8,2,3,5,2,5,8,5,5,6,7,4,2.0,97.93877,12.600883146878548,4.795911225105385,Nextim_62.txt,Nextim_62.txt_throughput_21-22_fer.data,-0.31180849999999793
8,2,4,4,6,5,10,7,4,8,3,6,1.0,97.93637999999997,12.814905072197451,4.878772344714384,Nextim_1304.txt,Nextim_1304.txt_throughput_21-22_fer.data,-0.3141985000000318
6,4,3,6,4,7,8,5,5,6,5,4,2.0,97.90044000000002,12.49983326576968,4.822643426180916,Nextim_137.txt,Nextim_137.txt_throughput_21-22_fer.data,-0.3501384999999857
8,2,2,4,6,5,7,7,5,8,3,6,2.0,97.88376000000001,12.780162640281178,4.89225503968716,Nextim_1128.txt,Nextim_1128.txt_throughput_21-22_fer.data,-0.3668184999999937
6,6,5,8,2,6,7,3,4,6,7,6,2.0,97.88035000000002,12.538708239927695,4.8287879039365,Nextim_92.txt,Nextim_92.txt_throughput_21-22_fer.data,-0.37022849999998186
6,4,3,5,6,7,8,4,5,6,7,4,2.0,97.85534000000003,12.532194962606809,4.873432844347598,Nextim_44.txt,Nextim_44.txt_throughput_21-22_fer.data,-0.3952384999999765
8,2,4,8,4,5,10,7,4,8,3,6,2.0,97.84758,12.83414185354328,4.8750549528650176,Nextim_850.txt,Nextim_850.txt_throughput_21-22_fer.data,-0.4029985000000096
8,2,2,4,6,5,10,7,5,4,3,6,2.0,97.83866,12.735543888123098,4.859841856136579,Nextim_1022.txt,Nextim_1022.txt_throughput_21-22_fer.data,-0.41191849999999874
8,2,4,7,6,5,10,7,4,8,3,6,2.0,97.83843,12.824526364030435,4.891049018847734,Nextim_1305.txt,Nextim_1305.txt_throughput_21-22_fer.data,-0.4121485000000007
8,2,1,4,4,5,8,3,6,4,5,2,2.0,97.82350000000001,12.583636890179799,4.816313319297385,Nextim_81.txt,Nextim_81.txt_throughput_21-22_fer.data,-0.42707849999999326
8,2,2,8,6,5,10,7,5,6,3,6,2.0,97.82095,12.812640357743499,4.894571714565174,Nextim_738.txt,Nextim_738.txt_throughput_21-22_fer.data,-0.42962850000000685
8,2,2,4,6,5,10,7,5,8,3,6,2.0,97.82041,12.817840918833236,4.89749922448574,Nextim_954.txt,Nextim_954.txt_throughput_21-22_fer.data,-0.4301685000000077
8,2,2,5,6,5,10,7,5,8,3,6,2.0,97.82041,12.813928820525406,4.89461152959974,Nextim_996.txt,Nextim_996.txt_throughput_21-22_fer.data,-0.4301685000000077
4,2,5,5,3,9,10,7,4,5,3,2,1.0,97.81826000000001,12.48421760469192,4.915883415940376,Nextim_112.txt,Nextim_112.txt_throughput_21-22_fer.data,-0.43231849999999383
5,2,3,6,6,5,9,7,5,8,4,6,2.0,97.81492,12.768462429764543,4.92396472336107,Nextim_188.txt,Nextim_188.txt_throughput_21-22_fer.data,-0.4356585000000024
4,4,5,7,6,6,8,3,4,7,6,3,1.0,97.80867,12.527737622823592,4.876070559340479,Nextim_96.txt,Nextim_96.txt_throughput_21-22_fer.data,-0.4419084999999967
8,2,4,8,6,5,10,7,4,8,3,6,2.0,97.80181,12.838892164114554,4.906993305875877,Nextim_770.txt,Nextim_770.txt_throughput_21-22_fer.data,-0.4487684999999999
8,2,4,8,6,5,10,6,4,8,3,6,2.0,97.80181,12.781063666777957,4.8616338227406315,Nextim_857.txt,Nextim_857.txt_throughput_21-22_fer.data,-0.4487684999999999
8,4,4,8,6,5,10,7,4,8,3,6,2.0,97.79963,12.811674173325363,4.914053200996768,Nextim_1275.txt,Nextim_1275.txt_throughput_21-22_fer.data,-0.45094850000000974
8,6,4,8,6,5,10,7,4,8,3,6,2.0,97.78012,12.755787368682075,4.954299976239882,Nextim_907.txt,Nextim_907.txt_throughput_21-22_fer.data,-0.47045850000000655
6,2,3,8,3,6,6,5,6,6,4,4,2.0,97.77743000000002,12.598029791943203,4.812577671913715,Nextim_61.txt,Nextim_61.txt_throughput_21-22_fer.data,-0.4731484999999793
4,2,3,7,3,6,7,7,6,6,4,3,2.0,97.77177,12.66865034512772,4.914015252690225,Nextim_90.txt,Nextim_90.txt_throughput_21-22_fer.data,-0.4788084999999995
4,5,4,6,5,9,8,7,4,4,7,6,1.0,97.76641000000004,12.448956641917711,5.000189988932462,Nextim_94.txt,Nextim_94.txt_throughput_21-22_fer.data,-0.48416849999996714
8,6,3,6,5,8,8,5,5,4,5,5,2.0,97.75061000000001,12.408016707116152,4.94585542204745,Nextim_64.txt,Nextim_64.txt_throughput_21-22_fer.data,-0.49996849999999426
7,4,3,6,4,5,8,5,6,6,4,4,2.0,97.73688,12.580542324135786,4.837309937833185,Nextim_38.txt,Nextim_38.txt_throughput_21-22_fer.data,-0.5136985000000038
7,2,3,8,6,5,7,7,5,8,3,6,2.0,97.72846000000001,12.791488800907784,4.9225271357344305,Nextim_348.txt,Nextim_348.txt_throughput_21-22_fer.data,-0.5221184999999906
5,5,5,8,5,9,9,4,4,5,4,5,1.0,97.72687000000002,12.397168877814003,4.912979347664274,Nextim_110.txt,Nextim_110.txt_throughput_21-22_fer.data,-0.5237084999999837
8,2,2,7,6,5,10,7,5,8,3,6,2.0,97.72246,12.831101709426445,4.911106690895763,Nextim_1104.txt,Nextim_1104.txt_throughput_21-22_fer.data,-0.528118500000005
8,2,4,8,6,5,10,7,4,8,7,6,2.0,97.71923000000001,12.754954445438624,4.922732941987915,Nextim_934.txt,Nextim_934.txt_throughput_21-22_fer.data,-0.5313484999999929
7,2,3,8,6,5,8,7,5,8,3,6,2.0,97.70104000000002,12.801645126178315,4.937672904191347,Nextim_462.txt,Nextim_462.txt_throughput_21-22_fer.data,-0.5495384999999828
8,2,5,8,6,5,10,7,4,8,3,6,1.0,97.70026000000001,12.778175571856643,4.906374004261549,Nextim_860.txt,Nextim_860.txt_throughput_21-22_fer.data,-0.5503184999999888
8,2,2,8,6,5,9,7,5,8,3,6,2.0,97.6991,12.834205440637628,4.922490710945968,Nextim_754.txt,Nextim_754.txt_throughput_21-22_fer.data,-0.5514785000000018
8,2,2,4,6,5,10,7,6,8,3,4,2.0,97.68762000000001,12.797859883139003,4.943639606208216,Nextim_1122.txt,Nextim_1122.txt_throughput_21-22_fer.data,-0.5629584999999935
8,2,2,8,6,5,10,7,5,8,3,6,2.0,97.68584000000001,12.845280079922492,4.9212246692829105,Nextim_664.txt,Nextim_664.txt_throughput_21-22_fer.data,-0.56473849999999
7,2,2,8,6,5,10,7,5,8,3,6,2.0,97.68584,12.840013864757047,4.921869806662825,Nextim_555.txt,Nextim_555.txt_throughput_21-22_fer.data,-0.5647385000000043
6,4,3,6,4,7,8,5,6,6,5,4,2.0,97.68217000000003,12.520199875525003,4.863563474335132,Nextim_140.txt,Nextim_140.txt_throughput_21-22_fer.data,-0.5684084999999754
6,4,3,5,4,7,8,5,6,6,5,4,2.0,97.68217,12.510880304959134,4.845327912044953,Nextim_13.txt,Nextim_13.txt_throughput_21-22_fer.data,-0.5684085000000039
6,4,3,4,3,7,8,5,6,6,5,4,2.0,97.68216999999999,12.513556742463694,4.8417292255977005,Nextim_23.txt,Nextim_23.txt_throughput_21-22_fer.data,-0.5684085000000181
5,2,3,8,6,5,9,7,5,8,4,6,2.0,97.68035,12.79391867456109,4.944141797424727,Nextim_251.txt,Nextim_251.txt_throughput_21-22_fer.data,-0.5702284999999989
7,2,3,8,6,5,9,7,5,8,3,6,2.0,97.67825,12.81770222673952,4.931737137412931,Nextim_333.txt,Nextim_333.txt_throughput_21-22_fer.data,-0.5723284999999976
8,2,2,4,2,5,10,7,6,8,3,6,2.0,97.67667000000004,12.840213375906004,4.877480836050846,Nextim_1136.txt,Nextim_1136.txt_throughput_21-22_fer.data,-0.5739084999999591
8,2,2,4,4,5,10,7,6,8,3,6,2.0,97.676,12.835590405020847,4.9007581002273035,Nextim_1115.txt,Nextim_1115.txt_throughput_21-22_fer.data,-0.5745785000000012
7,2,3,8,6,5,10,7,5,8,3,6,2.0,97.66487000000002,12.828295495862015,4.9304037993508425,Nextim_375.txt,Nextim_375.txt_throughput_21-22_fer.data,-0.5857084999999813
7,2,3,8,6,5,10,4,5,8,3,6,2.0,97.66487,12.718999223333137,4.871616295155645,Nextim_520.txt,Nextim_520.txt_throughput_21-22_fer.data,-0.5857085000000097
8,2,4,8,6,5,10,7,5,4,3,6,1.0,97.65935,12.7993954523251,4.9342406599074,Nextim_831.txt,Nextim_831.txt_throughput_21-22_fer.data,-0.5912284999999997
7,5,1,8,2,9,8,7,5,8,5,4,2.0,97.64695999999999,12.557376238436735,4.998158235700099,Nextim_84.txt,Nextim_84.txt_throughput_21-22_fer.data,-0.6036185000000103
5,6,1,5,6,9,6,6,6,7,5,3,2.0,97.64611000000001,12.396262539203844,4.99201686800189,Nextim_107.txt,Nextim_107.txt_throughput_21-22_fer.data,-0.6044684999999959
7,6,3,8,6,5,10,7,5,8,3,6,2.0,97.63967000000002,12.746383935121314,4.97934948410252,Nextim_465.txt,Nextim_465.txt_throughput_21-22_fer.data,-0.6109084999999794
5,2,2,4,6,5,10,7,6,8,3,6,2.0,97.63233000000001,12.816458098165365,4.953779836954954,Nextim_1134.txt,Nextim_1134.txt_throughput_21-22_fer.data,-0.6182484999999929
6,2,2,4,6,5,10,7,6,8,3,6,2.0,97.63233000000001,12.822552878126965,4.947488993897971,Nextim_1235.txt,Nextim_1235.txt_throughput_21-22_fer.data,-0.6182484999999929
8,2,2,4,6,5,10,7,6,8,3,6,2.0,97.63023000000003,12.83360147729143,4.938789196342645,Nextim_975.txt,Nextim_975.txt_throughput_21-22_fer.data,-0.6203484999999773
8,2,2,4,5,5,10,7,6,8,3,6,2.0,97.63023000000003,12.835274405070832,4.928681222412467,Nextim_1116.txt,Nextim_1116.txt_throughput_21-22_fer.data,-0.6203484999999773
8,2,2,4,6,5,10,3,6,8,3,6,2.0,97.63023000000001,12.730663727966968,4.886696624965295,Nextim_1183.txt,Nextim_1183.txt_throughput_21-22_fer.data,-0.6203484999999915
5,2,1,6,6,6,9,4,6,5,5,5,2.0,97.62541,12.613753856210732,4.883254604768753,Nextim_91.txt,Nextim_91.txt_throughput_21-22_fer.data,-0.6251685000000009
5,5,5,6,2,7,7,6,5,5,4,5,1.0,97.62085,12.476574400609238,4.849255776122257,Nextim_97.txt,Nextim_97.txt_throughput_21-22_fer.data,-0.6297284999999988
5,2,3,6,6,5,9,7,6,8,4,6,2.0,97.61872000000001,12.782643752892344,4.965503367523156,Nextim_215.txt,Nextim_215.txt_throughput_21-22_fer.data,-0.6318584999999928
7,2,3,4,6,5,9,7,6,8,3,6,2.0,97.61662000000003,12.806623457297558,4.951522857510563,Nextim_353.txt,Nextim_353.txt_throughput_21-22_fer.data,-0.6339584999999772
7,2,3,5,6,5,10,7,6,8,3,6,2.0,97.60324000000001,12.813586612736568,4.9478334215461635,Nextim_456.txt,Nextim_456.txt_throughput_21-22_fer.data,-0.6473384999999894
8,2,3,4,6,5,10,7,6,8,3,6,2.0,97.60324,12.82359508054949,4.9500460570672615,Nextim_1073.txt,Nextim_1073.txt_throughput_21-22_fer.data,-0.6473385000000036
6,5,5,6,2,8,7,3,5,8,3,4,1.0,97.59662000000002,12.412752926453477,4.919707266363731,Nextim_86.txt,Nextim_86.txt_throughput_21-22_fer.data,-0.6539584999999875
5,6,5,7,6,5,10,3,5,4,4,4,1.0,97.59004000000003,12.488686399110764,4.915414068124422,Nextim_109.txt,Nextim_109.txt_throughput_21-22_fer.data,-0.6605384999999728
8,2,2,4,6,5,10,7,6,8,5,6,2.0,97.56862,12.804754752308229,4.943384838906435,Nextim_1039.txt,Nextim_1039.txt_throughput_21-22_fer.data,-0.6819585000000075
8,2,2,8,6,8,10,7,5,8,3,6,2.0,97.56259,12.743500397779306,5.006562638036708,Nextim_752.txt,Nextim_752.txt_throughput_21-22_fer.data,-0.687988500000003
8,2,4,8,6,5,10,7,5,8,3,2,2.0,97.56043000000001,12.801991222092703,4.952364685144878,Nextim_859.txt,Nextim_859.txt_throughput_21-22_fer.data,-0.6901484999999923
8,2,4,8,6,5,10,7,5,8,3,3,2.0,97.55574000000001,12.808631797744338,4.963700248960265,Nextim_1341.txt,Nextim_1341.txt_throughput_21-22_fer.data,-0.6948384999999888
4,3,1,4,2,9,9,7,6,7,3,6,2.0,97.55506000000001,12.636775303285772,4.994279805197915,Nextim_116.txt,Nextim_116.txt_throughput_21-22_fer.data,-0.6955184999999915
8,2,2,8,2,5,10,7,6,8,3,6,2.0,97.54210000000002,12.873290716898683,4.914100388534232,Nextim_699.txt,Nextim_699.txt_throughput_21-22_fer.data,-0.708478499999984
8,4,3,4,2,9,8,7,6,5,5,4,2.0,97.53920000000001,12.511221426332561,4.947962405214571,Nextim_66.txt,Nextim_66.txt_throughput_21-22_fer.data,-0.711378499999995
8,2,4,8,3,5,10,7,5,8,3,6,2.0,97.53742000000003,12.856568932718648,4.93372818704983,Nextim_1323.txt,Nextim_1323.txt_throughput_21-22_fer.data,-0.7131584999999774
5,2,3,8,2,5,9,7,6,8,4,6,2.0,97.53059000000002,12.821698509418354,4.936595101303146,Nextim_282.txt,Nextim_282.txt_throughput_21-22_fer.data,-0.7199884999999853
6,4,3,6,4,9,9,5,6,4,3,6,2.0,97.51472,12.464950469046103,4.926185916860611,Nextim_57.txt,Nextim_57.txt_throughput_21-22_fer.data,-0.7358585000000062
4,5,4,7,6,6,6,3,6,5,7,5,2.0,97.51454,12.557536039740045,4.919206686157255,Nextim_118.txt,Nextim_118.txt_throughput_21-22_fer.data,-0.7360385000000065
8,2,2,8,6,5,10,7,6,8,3,6,2.0,97.49566,12.86300682412277,4.9572046429164764,Nextim_617.txt,Nextim_617.txt_throughput_21-22_fer.data,-0.7549185000000023
7,2,2,8,6,5,10,7,6,8,3,6,2.0,97.49566,12.85771701816643,4.957914300894072,Nextim_547.txt,Nextim_547.txt_throughput_21-22_fer.data,-0.7549185000000023
5,2,4,8,6,5,10,7,5,8,3,6,2.0,97.49375,12.837633264752714,4.980421108621686,Nextim_1350.txt,Nextim_1350.txt_throughput_21-22_fer.data,-0.7568284999999975
8,3,4,8,6,5,10,7,5,8,3,6,2.0,97.49165,12.84674586681607,4.970842246213414,Nextim_914.txt,Nextim_914.txt_throughput_21-22_fer.data,-0.7589284999999961
8,2,4,8,6,5,10,7,5,8,3,6,2.0,97.49164999999999,12.854014864399618,4.965463571123902,Nextim_768.txt,Nextim_768.txt_throughput_21-22_fer.data,-0.7589285000000103
8,2,4,8,6,5,10,7,5,8,4,6,2.0,97.49164999999999,12.84092828648559,4.963976392537764,Nextim_1273.txt,Nextim_1273.txt_throughput_21-22_fer.data,-0.7589285000000103
5,2,3,8,6,5,9,7,6,8,4,6,2.0,97.48415,12.810358304677981,4.980052696972908,Nextim_230.txt,Nextim_230.txt_throughput_21-22_fer.data,-0.7664285000000035
7,2,3,8,6,5,9,7,6,8,3,6,2.0,97.48204999999999,12.834264482594866,4.967574921744751,Nextim_328.txt,Nextim_328.txt_throughput_21-22_fer.data,-0.7685285000000164
7,2,3,8,6,5,10,7,6,8,3,6,2.0,97.46867000000002,12.845756183645754,4.966695960504583,Nextim_359.txt,Nextim_359.txt_throughput_21-22_fer.data,-0.7819084999999859
7,2,3,8,6,5,10,6,6,8,3,6,2.0,97.46867,12.785424832412193,4.925620241807663,Nextim_459.txt,Nextim_459.txt_throughput_21-22_fer.data,-0.7819085000000001
7,6,2,8,6,5,10,7,6,8,3,6,2.0,97.46627000000001,12.776218436150527,5.008088110976181,Nextim_593.txt,Nextim_593.txt_throughput_21-22_fer.data,-0.7843084999999945
8,2,4,8,6,5,10,7,6,4,3,6,1.0,97.46248000000001,12.813628906234687,4.979339169597725,Nextim_933.txt,Nextim_933.txt_throughput_21-22_fer.data,-0.7880984999999896
7,4,3,8,6,5,10,7,6,8,3,6,2.0,97.46230999999999,12.818745311808817,4.975669485414151,Nextim_416.txt,Nextim_416.txt_throughput_21-22_fer.data,-0.7882685000000151
5,6,4,4,6,6,9,6,6,4,7,2,1.0,97.42498000000002,12.47311288529753,4.983393966157932,Nextim_115.txt,Nextim_115.txt_throughput_21-22_fer.data,-0.8255984999999839
8,2,4,4,6,5,10,7,6,8,3,6,1.0,97.42334000000001,12.845262673968508,4.989440494225237,Nextim_1061.txt,Nextim_1061.txt_throughput_21-22_fer.data,-0.8272384999999929
8,2,2,8,6,5,10,7,6,8,6,6,2.0,97.41308000000001,12.80919909053254,4.966408397973374,Nextim_741.txt,Nextim_741.txt_throughput_21-22_fer.data,-0.8374984999999953
7,2,3,8,6,6,10,7,6,8,3,6,2.0,97.40071000000002,12.825045835917788,4.983537163239308,Nextim_413.txt,Nextim_413.txt_throughput_21-22_fer.data,-0.8498684999999853
6,5,4,7,3,9,10,6,5,8,3,5,2.0,97.40052,12.565587095328235,5.012708652891764,Nextim_101.txt,Nextim_101.txt_throughput_21-22_fer.data,-0.8500585000000029
4,3,5,4,6,9,6,6,6,5,4,4,1.0,97.38588000000004,12.368108722668568,4.931595631932681,Nextim_106.txt,Nextim_106.txt_throughput_21-22_fer.data,-0.8646984999999603
8,2,4,8,4,5,10,7,6,8,3,6,2.0,97.33454000000002,12.875482194479444,4.976908545350001,Nextim_885.txt,Nextim_885.txt_throughput_21-22_fer.data,-0.9160384999999849
8,3,5,5,5,9,8,5,6,4,3,3,1.0,97.33332000000001,12.381743370423486,4.945928222465448,Nextim_95.txt,Nextim_95.txt_throughput_21-22_fer.data,-0.9172584999999884
6,4,5,7,4,6,8,3,6,7,5,4,1.0,97.31126999999998,12.569681163828031,4.930430154521504,Nextim_56.txt,Nextim_56.txt_throughput_21-22_fer.data,-0.9393085000000241
8,2,4,8,6,5,10,7,6,8,3,6,2.0,97.28877,12.8713003357061,5.004335620125683,Nextim_798.txt,Nextim_798.txt_throughput_21-22_fer.data,-0.9618085000000036
8,2,4,8,5,5,10,7,6,8,3,6,2.0,97.28877,12.873521828979866,4.996221048863556,Nextim_1294.txt,Nextim_1294.txt_throughput_21-22_fer.data,-0.9618085000000036
8,2,4,8,6,5,10,3,6,8,3,6,2.0,97.28876999999999,12.77061132728418,4.955951965277283,Nextim_910.txt,Nextim_910.txt_throughput_21-22_fer.data,-0.9618085000000178
4,3,5,5,6,8,10,6,6,4,3,3,1.0,97.28022000000001,12.479944505048284,5.013645760091765,Nextim_111.txt,Nextim_111.txt_throughput_21-22_fer.data,-0.970358499999989
5,4,5,6,4,9,9,6,6,5,4,4,1.0,97.27383999999999,12.4490444103189,5.0161826370225775,Nextim_71.txt,Nextim_71.txt_throughput_21-22_fer.data,-0.9767385000000104
8,5,4,8,6,5,10,7,6,8,3,6,2.0,97.26655,12.822779966967758,5.038684493147761,Nextim_945.txt,Nextim_945.txt_throughput_21-22_fer.data,-0.984028500000008
8,2,2,4,4,5,10,4,2,8,3,6,3.0,98.71262,12.698503372138621,4.668976129108638,Nextim_1031.txt,Nextim_1031.txt_throughput_21-22_fer.data,-1.0
4,2,2,4,6,5,10,7,2,6,3,6,3.0,98.71526,12.758475565043812,4.7554287007515,Nextim_1007.txt,Nextim_1007.txt_throughput_21-22_fer.data,-1.0
8,5,2,4,6,5,10,7,2,8,3,6,3.0,98.70262000000001,12.775756885359206,4.7817665522567605,Nextim_971.txt,Nextim_971.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,10,5,2,8,3,6,3.0,98.71261999999999,12.712891851907473,4.676768489364761,Nextim_981.txt,Nextim_981.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,6,10,4,2,8,3,6,3.0,98.69502999999997,12.687827479303222,4.702899940140084,Nextim_1055.txt,Nextim_1055.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,10,4,2,7,3,6,3.0,98.71315999999999,12.689092450417162,4.682959387959799,Nextim_1069.txt,Nextim_1069.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,6,10,7,2,8,3,6,3.0,98.69503,12.80045808198897,4.767280924156283,Nextim_959.txt,Nextim_959.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,10,3,2,8,3,6,3.0,98.71261999999999,12.716542200405739,4.699632959781743,Nextim_985.txt,Nextim_985.txt_throughput_21-22_fer.data,-1.0
5,6,3,6,4,5,10,3,3,8,5,6,3.0,98.40536,12.597301880213827,4.747685431276342,Nextim_77.txt,Nextim_77.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,7,7,2,8,5,6,3.0,98.67390000000002,12.766405314906416,4.776751598709972,Nextim_1011.txt,Nextim_1011.txt_throughput_21-22_fer.data,-1.0
6,4,3,6,4,7,8,5,3,6,5,4,3.0,98.47471999999999,12.487646367529027,4.717773538979545,Nextim_139.txt,Nextim_139.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,10,7,2,5,3,6,3.0,98.71316,12.760913217206594,4.721329941538544,Nextim_956.txt,Nextim_956.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,9,10,7,2,8,3,6,3.0,98.60418000000001,12.687072253637227,4.845417260356246,Nextim_991.txt,Nextim_991.txt_throughput_21-22_fer.data,-1.0
8,2,1,4,6,5,10,7,2,8,3,6,3.0,98.71262,12.81140100928781,4.7535731319019945,Nextim_961.txt,Nextim_961.txt_throughput_21-22_fer.data,-1.0
8,2,2,4,6,5,10,7,2,8,7,6,3.0,98.63004000000001,12.743183792882816,4.773584675163752,Nextim_988.txt,Nextim_988.txt_throughput_21-22_fer.data,-1.0
